Name|Vintage|Grade|Review|Author|Attr_1,Attr_2,...,Attr_n-1,Attr_n,|Price|Country|Region|IssueDate
CLARKSBURG WINE COMPANY Petite Sirah Clarksburg|2010|84|The berry and cherry flavors are a bit clipped, with chewy tannins and herbal notes. Drink now. 426 cases made.|–MW|TANNINS,BERRY,CHERRY,HERBS,|26|California|Other California|Web Only - 2013
WILLIAM COLE Sauvignon Blanc Casablanca Valley Albamar|2010|84|Fresh, with nice snap to the chive, lime and salt notes. Tangy finish. Drink now. 6,000 cases made.|–JM|SPECIFIC FINISH,LIME,FRESH,NICE,|11|Chile|Aconcagua|Nov 30, 2010
WILLIAM COLE Chardonnay Casablanca Valley Albamar|2010|81|Light, with yellow apple fruit offset by a hint of tarragon. Drink now. 7,000 cases made.|–JM|APPLE,LIGHT-BODIED,|11|Chile|Aconcagua|Web Only - 2011
WILLIAM COLE Sauvignon Blanc Casablanca Valley Columbine Special Reserve|2010|83|Light straw, herb and sea salt flavors give way to modest lemon and melon notes that fade in the finish. Drink now. 7,000 cases made.|–NW|SEA SALT,LEMON,MELON,HERBS,LIGHT-BODIED,|15|Chile|Aconcagua|Web Only - 2012
COLOSI Sicilia White|2010|84|Light, with firm apple, melon and blanched almond notes that lead to a savory finish. Inzolia and Catarratto. Drink now. 1,800 cases imported.|–NW|APPLE,ALMOND,LIGHT-BODIED,FIRM,SAVORY,|14|Italy|Sicily|Web Only - 2012
OLIVER CONTI Empordà White Treyu|2010|81|Tangy, with straightforward flavors of citrus and white fruit. Light finish. Gewürztraminer and Macabeu. Drink now. 1,160 cases made.|–AN|WHITE FRUIT,CITRUS,|16|Spain|Spain|Web Only - 2012
EL COTO DE RIOJA Rioja White|2010|83|This crisp, light-bodied white shows modest apple and herbal flavors, with bright acidity and a hint of bubble gum. Drink now. 2,000 cases imported.|–TM|BUBBLE GUM,ACIDITY,APPLE,HERBS,LIGHT-BODIED,CRISP,|10|Spain|Spain|Web Only - 2011
COVEY RUN Gewürztraminer Columbia Valley|2010|84|Soft in texture, with a bit of a spritz to balance the sweet, modest pear and spice flavors, finishing with delicacy but not much intensity. Drink now. 9,777 cases made.|–HS|PEAR,SPICE,BALANCE,DELICACY,INTENSITY,SWEET,TEXTURE,|9|Washington|Washington|Nov 30, 2011
VIGNOBLES JEAN & BERNARD DAURÉ Sauvignon Blanc Vin de Pays des Côtes de Gascogne Le Jaja de Jau White Label|2010|84|Light and crisp, with plenty of fresh herbal notes to the apple and citrus flavors. Tart on the finish. Drink now. 250 cases imported.|–KM|CITRUS,APPLE,HERBS,LIGHT-BODIED,CRISP,FRESH,|11|France|Southwest France|Web Only - 2011
DIEMERSDAL Sauvignon Blanc Western Cape Matys|2010|84|Fresh and breezy, with pink grapefruit and fennel hints backed by a twinge of herb. Drink now. 500 cases imported.|–JM|GRAPEFRUIT,HERBS,FRESH,|9|South Africa|Western Cape|Dec 15, 2010
CHÂTEAU DUC D'ARNAUTON Graves White|2010|82|Forward, with modest herb and straw notes and a slightly diffuse finish. Drink now. 1,100 cases made.|–JM|HERBS,|19|France|Bordeaux|Web Only - 2011
DUCK WALK Gewürztraminer North Fork of Long Island Late Harvest Aphrodite|2010|84|This plump white offers sweet, candied flavors of pineapple and lychee. Soft and simple. Drink now. 1,331 cases made.|–TM|LYCHEE,PINEAPPLE,WHITE,SWEET,|19|New York|Long Island|Web Only - 2011
DUCK WALK Rosé The Hamptons Long Island|2010|84|This round, smooth rosé offers fruity flavors of berry and watermelon with hints of herb and citrus peel. It's fresh and clean. Merlot. Drink now. 562 cases made.|–TM|CITRUS,BERRY,FRUIT,HERBS,ROUND,CLEAN,FRESH,|15|New York|Long Island|Web Only - 2011
RAYMOND DUPONT-FAHN Bourgogne White Chaumes des Perrières|2010|82|This sharp white is a bit resinous in aroma and flavor, with the oak overshadowing the lemon fruit. Drink now. 250 cases imported.|–BS|LEMON,OAK,WHITE,|34|France|Burgundy|Web Only - 2013
DOMINIO DE EGUREN Viño de la Tierra de Castilla Protocolo White|2010|80|Pear, almond and herbal flavors mingle in this round white, which has juicy acidity, but a slight soapy note mars the finish. Airen and Macabeo. Drink now. 7,000 cases imported.|–TM|ACIDITY,PEAR,HERBS,ROUND,|7|Spain|Spain|Web Only - 2011
HERDADE DO ESPORÃO Alentejo Monte Velho White|2010|84|Medium-bodied, with ripe gooseberry flavors and some mineral notes. Short, melony finish. Roupeiro, Antão Vaz and Perrum. Drink now. 100,000 cases made.|–KM|MINERAL,MEDIUM-BODIED,RIPE,|10|Portugal|Portugal|Web Only - 2011
FAIRVIEW Pinotage Western Cape La Capra|2010|84|Friendly, with up-front blueberry and cherry pie flavors backed by modest toast. Drink now. 2,500 cases made.|–JM|CHERRY PIE,BLUEBERRY,TOAST,|10|South Africa|Western Cape|Web Only - 2012
FALSE BAY VINEYARDS Shiraz Western Cape|2010|84|Soft and forward, with a straightforward plum and cocoa profile. Drink now. 7,000 cases made.|–JM|PLUM,COCOA,|13|South Africa|Western Cape|Web Only - 2012
FALSE BAY VINEYARDS Chenin Blanc Western Cape|2010|84|Soft and friendly, with brioche and creamy yellow apple notes and a round, easy finish. Drink now. 7,000 cases made.|–JM|APPLE,BRIOCHE,CREAM,ROUND,|13|South Africa|Western Cape|Web Only - 2012
FATTORIA DI FELSINA Toscana White Pepestrino|2010|84|On the rich side, sporting pear, grapefruit and quinine flavors. The finish is almost saline in quality. Trebbiano, Sauvignon Blanc and Chardonnay. Drink now. 500 cases made.|–BS|GRAPEFRUIT,PEAR,RICH,|13|Italy|Tuscany|Web Only - 2011
FEUDO ARANCIO Sicilia White Dalila|2010|84|A forward white, with a mix of spicy pear, grapefruit zest and melon fruit following through to the modest finish. Grillo and Viognier. Drink now. 12,000 cases made.|–NW|GRAPEFRUIT,MELON,PEAR,SPICE,WHITE,|20|Italy|Sicily|Web Only - 2011
VIÑA WILLIAM FÈVRE Chardonnay Maipo Valley Gran Cuvée|2010|83|A soft, round white, offering pear and pineapple notes that fall a bit short in the finish. Drink now. 2,231 cases made.|–NW|PEAR,PINEAPPLE,ROUND,|20|Chile|Maipo|Web Only - 2011
FONTEZOPPA Marche White|2010|83|Light and crisp, with subtle notes of green melon and fresh herbs. Drink now. 10,000 cases made.|–NW|MELON,HERBS,LIGHT-BODIED,CRISP,FRESH,SUBTLE,|16|Italy|Marche|Web Only - 2011
KEN FORRESTER Cabernet Sauvignon-Merlot Western Cape Petit|2010|84|This up-front style offers light-bodied cherry pit and pomegranate fruit, laced with a light herb note. Drink now. 1,000 cases imported.|–JM|CHERRY,POMEGRANATE,HERBS,LIGHT-BODIED,LIGHT-BODIED,STYLE,|12|South Africa|Western Cape|Web Only - 2011
MARCHESI DE' FRESCOBALDI Pomino White Castello di Pomino|2010|84|Apple and jasmine flavors mingle with a hint of citrus. Finishes on the tart side. Drink now. 8,000 cases made.|–BS|CITRUS,APPLE,|18|Italy|Tuscany|Web Only - 2012
GHOST PINES Merlot Sonoma-Napa Counties Winemaker's Reserve|2010|83|Modest in scale, with crisp black cherry, herb and spice notes. Drink now through 2016. 32,000 cases made.|–TF|BLACK CHERRY,SPICE,CRISP,|20|California|Other California|Web Only - 2012
GOATS DO ROAM WINE COMPANY Goats do Roam Rosé Western Cape|2010|84|Offers a direct beam of cherry, strawberry and pepper notes, followed by an open-knit finish. Syrah, Grenache, Gamay Noir and Mourvèdre. Drink now. 5,000 cases made.|–JM|STRAWBERRY,CHERRY,BEAM,|10|South Africa|Western Cape|Web Only - 2011
GOATS DO ROAM WINE COMPANY Goats do Roam Red Western Cape|2010|84|Light-bodied, with perfumy violet and white pepper notes backed by modest cherry and red currant fruit. Syrah, Cinsault, Mourvèdre, Carignane and Grenache. Drink now. 45,000 cases made.|–JM|WHITE PEPPER,CURRANT,CHERRY,VIOLET,LIGHT-BODIED,RED,|10|South Africa|Western Cape|Apr 30, 2012
CHÂTEAU GRAND RENOM Bordeaux White|2010|84|Forward pear and banana notes mix, leading to a hint of brioche on the finish. Friendly, if a touch soft in the end. Drink now. 3,300 cases made.|–JM|BANANA,PEAR,BRIOCHE,|17|France|Bordeaux|Web Only - 2012
DOUGLAS GREEN Steen Western Cape Vineyard Creations|2010|83|Very light, showing breezy pear and green apple fruit, with a clean finish. Drink now. 2,090 cases made.|–JM|GREEN APPLE,PEAR,LIGHT-BODIED,CLEAN,|10|South Africa|Western Cape|Web Only - 2011
DOUGLAS GREEN Sauvignon Blanc Western Cape Vineyard Creations|2010|84|Fresh and light, showing good lime and chive notes, with a quick finish. Drink now. 21,159 cases made.|–JM|LIME,LIGHT-BODIED,FRESH,|10|South Africa|Western Cape|Apr 30, 2011
BARNARD GRIFFIN Orange Muscat Columbia Valley Lonesome Springs Ranch|2010|84|Musky, with a strong tangerine note wafting through the pear flavors on a light, sweet frame. Drink now. 288 cases made.|–HS|TANGERINE,PEAR,LIGHT-BODIED,|17|Washington|Washington|Web Only - 2012
GUARDIAN PEAK Frontier Western Cape|2010|82|Up front, with cherry cobbler, vanilla and licorice notes and a rounded, slightly sweet finish. Cabernet Sauvignon, Shiraz and Merlot. Drink now. 8,330 cases made.|–JM|CHERRY,VANILLA,LICORICE,SWEET,|15|South Africa|Western Cape|Web Only - 2011
CHÂTEAU HAUT RIAN Bordeaux White|2010|84|On the leaner side, with tangy herb and citrus peel notes backed by a saline edge on the finish. Drink now.|–JM|CITRUS,HERBS,|-1|France|Bordeaux|Web Only - 2011
HECTOR WINE COMPANY Essence Seneca Lake|2010|84|Modest tobacco and cedar notes lead the way, with lightly mulled currant fruit bringing up the rear. Merlot, Cabernet Franc, Syrah and Cabernet Sauvignon. Drink now. 0136 cases made.|–JM|CURRANT,TOBACCO,CEDAR,|25|New York|Finger Lakes|Web Only - 2012
IMBUKO Pinotage Western Cape Makulu Iswithi|2010|83|This light, bouncy red shows an off-dry hint to the cherry and red licorice notes, with a clean, easy finish. Drink now. 40,000 cases made.|–JM|CHERRY,LICORICE,LIGHT-BODIED,RED,CLEAN,|7|South Africa|Western Cape|Apr 30, 2012
IMBUKO Cabernet Sauvignon-Merlot-Shiraz Western Cape Releaf|2010|81|Slightly raisined plum and cherry fruit is framed with a hint of firm toast. Cabernet Sauvignon, Merlot and Shiraz. Drink now. 30,000 cases made.|–JM|CHERRY,PLUM,TOAST,FIRM,|12|South Africa|Western Cape|Web Only - 2012
INDABA Merlot Western Cape|2010|82|Modest plum and cherry fruit is laced with a grilled herb note and covered with a veneer of vanilla toast. Drink now. 12,500 cases imported.|–JM|CHERRY,PLUM,HERBS,VANILLA,|10|South Africa|Western Cape|Apr 30, 2011
JAM JAR Shiraz Western Cape Sweet|2010|84|A light-bodied and frankly off-dry style, with cherry pie and red licorice notes. This same wine is also available under the Sugarbird label. Drink now. 40,000 cases imported.|–JM|CHERRY PIE,LICORICE,LIGHT-BODIED,RED,STYLE,|12|South Africa|Western Cape|Sep 30, 2011
JUNO Shiraz Western Cape|2010|82|Forward, with easygoing cherry and white pepper notes and an open-knit finish. Drink now. 6,000 cases made.|–JM|WHITE PEPPER,CHERRY,|10|South Africa|Western Cape|Web Only - 2012
KIONA Chardonnay Red Mountain|2010|83|This earthy white shows a metallic edge to the lemon curd flavors. Finishes with tart balance on a broad frame. Drink now. 335 cases made.|–HS|LEMON CURD,EARTHY,BALANCE,BROAD,|18|Washington|Washington|Web Only - 2012
KWV Steen Western Cape|2010|83|Light and fresh, with brisk green plum and melon rind hints. Drink now.|–JM|MELON,PLUM,LIGHT-BODIED,FRESH,|11|South Africa|Western Cape|Web Only - 2011
KWV Sauvignon Blanc Western Cape|2010|83|On the lighter side, with quick floral and verbena hints. Drink now.|–JM|FLORAL,|11|South Africa|Western Cape|Web Only - 2011
LEOPARD'S LEAP Merlot Western Cape|2010|82|Tangy, slightly airy cherry and red currant fruit is backed by a dash of toast on the finish. Drink now. 12,000 cases made.|–JM|CURRANT,CHERRY,TOAST,RED,DASH,|14|South Africa|Western Cape|Web Only - 2012
LOVINGSTON Wahoo White Monticello|2010|81|Crisp, with modest yellow apple and melon rind notes. The finish is clean, but slightly lean. Chardonnay. Drink now. 165 cases made.|–JM|APPLE,MELON,CLEAN,CRISP,|15|Other US|Virginia|Web Only - 2011
MACULAN Veneto White Pino & Toi|2010|83|Clean and crisp, with aromatic spice and floral accents to subtle flavors of pineapple, smoky mineral, starfruit and apple. Light finish. Tai, Pinot Bianco and Pinot Grigio. Drink now. 8,000 cases made.|–AN|APPLE,PINEAPPLE,MINERAL,FLORAL,SPICE,AROMATIC,CLEAN,CRISP,SUBTLE,|12|Italy|Veneto|Web Only - 2012
MADISON RIDGE Chardonnay New South Wales Lot 565|2010|84|Fresh and lively, with peach, grapefruit and floral flavors that dance through the finish. Refreshing and straightforward. Drink now through 2014. 2,000 cases imported.|–HS|GRAPEFRUIT,PEACH,DANCE,FRESH,LIVELY,REFRESHING,|10|Australia|Australia|Web Only - 2012
MAN O' WAR Pinot Gris Ponui Island|2010|84|Apple, floral and peach flavors have a candied, honeyed quality about them, with a juicy acidity that pops in on the finish. Drink now. 2,500 cases made.|–MW|ACIDITY,APPLE,PEACH,|18|New Zealand|New Zealand|Web Only - 2011
MENDOZA VINEYARDS Malbec-Merlot Mendoza Wandering Grape|2010|83|Medium-bodied, yet balanced and fresh, with modest plum and blackberry character and a mineral-tinged finish. Drink now. 15,000 cases made.|–NW|BLACKBERRY,PLUM,MEDIUM-BODIED,BALANCE,FRESH,|11|Argentina|Mendoza|Web Only - 2011
BERNARD MOREAU Bourgogne White|2010|84|This is balanced on the tart side, with lemon and dusty stone flavors. Firm and compact, offering a tactile finish. Drink now through 2014. 400 cases imported.|–BS|LEMON,EARTHY,BALANCE,FIRM,|17|France|Burgundy|Web Only - 2012
DOMAINE NETOFA Galilee White|2010|84|Ginger and baked apple flavors feature notes of dried mango. Saline accents chime in on the spicy finish. Chenin. Drink now. 300 cases imported.|–KM|SPECIFIC FINISH,APPLE,MANGO,GINGER,ACCENTS,|25|Israel|Israel|Web Only - 2012
NORTH FORK WINES & VINEYARDS Gewürztraminer North Fork of Long Island One Woman|2010|83|Bright flavors of peach, lychee and rose mingle in this lively dry white. A bit candied, but expressive. Drink now. 150 cases made.|–TM|PEACH,ROSE,WHITE,BRIGHT,DRY,EXPRESSIVE,LIVELY,|23|New York|Long Island|Web Only - 2012
OAKVILLE WINERY Zinfandel Oakville|2010|84|Offers appealingly ripe black cherry fruit, but the flavors are quickly clipped by angular acidity, finishing with herbal tannins. Best after 2014. 500 cases made.|–TF|BLACK CHERRY,HERBS,ACIDITY,RIPE,|25|California|Napa|Web Only - 2012
OCCHIPINTI Alter Ego White|2010|81|This white offers light melon, citrus and chalk notes, with a easy finish. Aleatico. Drink now. 250 cases made.|–NW|CITRUS,MELON,LIGHT-BODIED,WHITE,|19|Italy|Lazio|Web Only - 2012
ODOARDI Scavigna White|2010|84|This light white shows an earthy undertone to the yellow melon and Golden Delicious apple notes, which lead to a round, spice-tinged finish. Drink now. 1,500 cases made.|–NW|APPLE,MELON,EARTHY,LIGHT-BODIED,ROUND,DELICIOUS,|13|Italy|Calabria|Web Only - 2012
ORANGE RIVER WINE CELLARS Star Tree Nouveau White Northern Cape|2010|81|Up front, with an off-dry feel to the pear, kiwifruit and green apple notes. Simple, with a quick finish. Chenin Blanc. Drink now.|–JM|GREEN APPLE,PEAR,|10|South Africa|South Africa|Web Only - 2011
ORANGE RIVER WINE CELLARS Chardonnay Northern Cape Star Tree|2010|83|Light and quick, with fresh-cut yellow apple and pear skin notes. Drink now.|–JM|APPLE,PEAR,LIGHT-BODIED,FRESH,|10|South Africa|South Africa|Web Only - 2011
L'ORMARINS Chenin Blanc Western Cape Protea|2010|84|Clean and direct, with slightly soft-edged pear and pound cake flavors. The gentle finish has a whiff of talcum powder. Drink now. 2,500 cases imported.|–JM|PEAR,TALCUM,CLEAN,|19|South Africa|Western Cape|Web Only - 2012
BODEGAS PATROCINIO Rioja White Señorio de Uñuela|2010|84|Green apple, Bosc pear and lime flavors mingle in this sturdy, medium-bodied white, with firm acidity and an herbal finish. Drink now. 1,000 cases made.|–TM|GREEN APPLE,LIME,PEAR,HERBS,MEDIUM-BODIED,ACIDITY,FIRM,|10|Spain|Spain|Web Only - 2012
DOMAINES PAUL MAS Chardonnay Pays d'Oc Arrogant Frog Lily Pad White|2010|83|Ripe, with hints of caramel to the ripe apple and pear flavors. Smoke and spice notes mark the finish. Drink now.|–KM|RIPE APPLE,PEAR,SMOKE,SPICE,RIPE,|10|France|Languedoc-Roussillon|Web Only - 2011
PFAFFL Grüner Veltliner Qualitätswein Trocken Weinviertel Haidviertel|2010|84|There's a buttery character to the straightforward apple and pear flavors, with stony notes on the finish. Drink now. 6,000 cases made.|–KM|APPLE,PEAR,CHARACTER,|22|Austria|Niederösterreich|Web Only - 2011
BODEGA PIRINEOS Macabeo-Gewürztraminer Somontano Selección Mesache White|2010|83|There's a creamy edge to this aromatic white, with a hint of breakfast cereal accenting flavors of tangerine, papaya, stone and spice. Modest finish. Drink now. 28,800 cases made.|–AN|TANGERINE,CREAM,SPICE,WHITE,AROMATIC,|11|Spain|Spain|Web Only - 2012
PLOWBUSTER Pinot Noir Willamette Valley|2010|84|Light and crisp, with pretty raspberry and strawberry fruit on a fragile frame. Finishes a bit short. Drink now through 2014. 2,700 cases made.|–HS|RASPBERRY,STRAWBERRY,LIGHT-BODIED,CRISP,|20|Oregon|Oregon|Web Only - 2012
FATTORIA LE PUPILLE Toscana White Poggio Argentato|2010|83|Pungent aromas of rose, chive and cat's pee follow through to grapefruit and spice flavors on the palate. Crisp profile and modest length. Traminer and Sauvignon Blanc. Drink now. 4,166 cases made.|–BS|GRAPEFRUIT,ROSE,SPICE,CRISP,LENGTH,|20|Italy|Tuscany|Web Only - 2011
PUPILLO Sicilia White Cyane|2010|81|Offers modest grapefruit peel, green apple skin and floral character. Moscato. Drink now. 2,900 cases made.|–NW|GREEN APPLE,GRAPEFRUIT,FLORAL,|21|Italy|Sicily|Web Only - 2013
RA NUI Pinot Noir Wairau Valley|2010|80|Trim and a bit crisp, with tangy, herb-tinged cherry notes and a loamy undertone that leaves things a bit murky. Drink now. 150 cases imported.|–MW|CHERRY,MINERAL,CRISP,|25|New Zealand|New Zealand|Web Only - 2012
RACEMI Salento White Felline Rufiano|2010|81|Ripe and lightly lifted, with an oaky edge to the caramel apple, melon and pastry notes that fall short in the soft finish. Drink now. 500 cases made.|–NW|APPLE,RIPE,|14|Italy|Puglia|Web Only - 2012
JOÃO PORTUGAL RAMOS Alentejo Loios White|2010|81|Medium-bodied, with indistinct white fruit flavors and some cream notes. Roupeiro and Rabo de Ovelha. 15,000 cases made.|–KM|WHITE FRUIT,CREAM,MEDIUM-BODIED,|10|Portugal|Portugal|Web Only - 2011
